"id","language","title","description","path_id","search_vector"
190,"en","See a movie at Cinemax Cinemas Park Lane","Is your new favorite movie coming out soon and you canât wait to see it on the big screen? Then head to the Cinemax Cinemas to watch!",195,"'big':27B 'cinema':6A,34B 'cinemax':5A,33B 'come':14B 'favorit':12B 'head':30B 'lane':8A 'movi':3A,13B 'new':11B 'park':7A 'screen':28B 'see':1A,23B 'soon':16B 'wait':21B 'watch':36B"
270,"en","Double majoring at Cal Poly","While not as many students choose to double major, it's still a completely viable option at Cal Poly depending on your major. It's important to think about whether minoring would be a better option for you depending on your academic schedule, as well as other aspects to consider before you apply. If you decide double majoring is right for you, here are some steps and tips to help you out.",279,"'academ':47B 'appli':58B 'aspect':53B 'better':40B 'cal':4A,23B 'choos':11B 'complet':19B 'consid':55B 'decid':61B 'depend':25B,44B 'doubl':1A,13B,62B 'help':75B 'import':31B 'major':2A,14B,28B,63B 'mani':9B 'minor':36B 'option':21B,41B 'poli':5A,24B 'right':65B 'schedul':48B 'step':71B 'still':17B 'student':10B 'think':33B 'tip':73B 'viabl':20B 'well':50B 'whether':35B 'would':37B"
488,"en","Privacy tips for social media","In today's interconnected digital world, taking the time to safeguard your privacy is important. Here are easy actions you can do to protect your social media.",532,"'action':24B 'digit':10B 'easi':23B 'import':20B 'interconnect':9B 'media':5A,32B 'privaci':1A,18B 'protect':29B 'safeguard':16B 'social':4A,31B 'take':12B 'time':14B 'tip':2A 'today':7B 'world':11B"
336,"en","Join a club sport at SMU","Looking for a fun way to stay active and meet new people? Join a club sport here at SMU!",360,"'activ':14B 'club':3A,21B 'fun':10B 'join':1A,19B 'look':7B 'meet':16B 'new':17B 'peopl':18B 'smu':6A,25B 'sport':4A,22B 'stay':13B 'way':11B"
351,"en","Tips for memorizing names","This video will provide a five-step process for memorizing names and faces with ease.",375,"'eas':20B 'face':18B 'five':11B 'five-step':10B 'memor':3A,15B 'name':4A,16B 'process':13B 'provid':8B 'step':12B 'tip':1A 'video':6B"
226,"en","10 traps of studying","Here are 10 common traps students face while studying and solutions to help you overcome them.

https://www.baylor.edu/support_programs/index.php?id=42441",231,"'/support_programs/index.php?id=42441':23B '10':1A,7B 'common':8B 'face':11B 'help':17B 'overcom':19B 'solut':15B 'student':10B 'studi':4A,13B 'trap':2A,9B 'www.baylor.edu':22B 'www.baylor.edu/support_programs/index.php?id=42441':21B"
273,"en","Make an appointment at the Cal Poly health center","Not feeling well? No worries! Cal Polyâs Health and Wellbeing center can easily address most of your health needs while also complying with Covid-19 guidelines. They still offer a range of medical services to enrolled students, including everything from testing to treatment. Before you get the help you need, you have to make an appointment at the Health and Wellbeing center. Use these steps as guidance.",282,"'-19':35B 'address':24B 'also':31B 'appoint':3A,66B 'cal':6A,15B 'center':9A,21B,72B 'compli':32B 'covid':34B 'easili':23B 'enrol':46B 'everyth':49B 'feel':11B 'get':56B 'guidanc':77B 'guidelin':36B 'health':8A,18B,28B,69B 'help':58B 'includ':48B 'make':1A,64B 'medic':43B 'need':29B,60B 'offer':39B 'poli':7A,16B 'rang':41B 'servic':44B 'step':75B 'still':38B 'student':47B 'test':51B 'treatment':53B 'use':73B 'well':12B 'wellb':20B,71B 'worri':14B"
369,"en","How to think critically","This video provides tips to help build critical thinking skills.",398,"'build':11B 'critic':4A,12B 'help':10B 'provid':7B 'skill':14B 'think':3A,13B 'tip':8B 'video':6B"
415,"en","Helping someone you know with an eating disorder","Watch this video from Michigan Medicine for the first steps in helping a loved one with an eating disorder.",452,"'disord':8A,27B 'eat':7A,26B 'first':17B 'help':1A,20B 'know':4A 'love':22B 'medicin':14B 'michigan':13B 'one':23B 'someon':2A 'step':18B 'video':11B 'watch':9B"
254,"en","10 tips for improving your mental health","Try these tips to keep your balance, or re-balance yourself.

From: https://uhs.umich.edu/tenthings",259,"'/tenthings':23B '10':1A 'balanc':14B,18B 'health':7A 'improv':4A 'keep':12B 'mental':6A 're':17B 're-bal':16B 'tip':2A,10B 'tri':8B 'uhs.umich.edu':22B 'uhs.umich.edu/tenthings':21B"
316,"en","ADHD symptoms","This video helps inform individuals about ADHD symptoms.",337,"'adhd':1A,9B 'help':5B 'individu':7B 'inform':6B 'symptom':2A,10B 'video':4B"
512,"en","Suicide support and resources to help","Are you or someone you know at risk of suicide? Learn the warning signs and use this resource to help guide you to a healthier path.

Please note: If you or someone near you is in immediate danger of hurting themselves or others, call 911. This plan is not designed to provide or replace professional mental health support or emergency services.",556,"'911':51B 'call':50B 'danger':44B 'design':56B 'emerg':66B 'guid':27B 'health':63B 'healthier':31B 'help':6A,26B 'hurt':46B 'immedi':43B 'know':12B 'learn':17B 'mental':62B 'near':39B 'note':34B 'other':49B 'path':32B 'plan':53B 'pleas':33B 'profession':61B 'provid':58B 'replac':60B 'resourc':4A,24B 'risk':14B 'servic':67B 'sign':20B 'someon':10B,38B 'suicid':1A,16B 'support':2A,64B 'use':22B 'warn':19B"
302,"en","10 ways to reduce stress","This video from Dr. Justin Puder goes over 10 scientifically-backed ways to reduce stress that you can start practicing right now.",323,"'10':1A,14B 'back':17B 'dr':9B 'goe':12B 'justin':10B 'practic':26B 'puder':11B 'reduc':4A,20B 'right':27B 'scientif':16B 'scientifically-back':15B 'start':25B 'stress':5A,21B 'video':7B 'way':2A,18B"
271,"en","Make a reservation at the Cal Poly recreation center","Feeling cooped up and want to put that energy to good use? Then consider working out at the Cal Poly Recreation Center! Their outdoor facilities are open for use and adhering to Covid-19 guidelines. To start your work out, begin by making a reservation using the following steps.",280,"'-19':43B 'adher':40B 'begin':50B 'cal':6A,28B 'center':9A,31B 'consid':23B 'coop':11B 'covid':42B 'energi':18B 'facil':34B 'feel':10B 'follow':57B 'good':20B 'guidelin':44B 'make':1A,52B 'open':36B 'outdoor':33B 'poli':7A,29B 'put':16B 'recreat':8A,30B 'reserv':3A,54B 'start':46B 'step':58B 'use':21B,38B,55B 'want':14B 'work':24B,48B"
83,"en","Six proven, effective time management tips","Gary Vee offers six time management tips that have proven effective for him to ""squeeze every drop out of the limited time"" in a day. Check out the full post on Quora here: https://qr.ae/pN32iQ",88,"'/pn32iq':42B 'check':32B 'day':31B 'drop':23B 'effect':3A,17B 'everi':22B 'full':35B 'gari':7B 'limit':27B 'manag':5A,12B 'offer':9B 'post':36B 'proven':2A,16B 'qr.ae':41B 'qr.ae/pn32iq':40B 'quora':38B 'six':1A,10B 'squeez':21B 'time':4A,11B,28B 'tip':6A,13B 'vee':8B"
108,"en","10 steps to effective time management","Here are 10 tips from Ilana Sacks at Runway East to help you manage your time more effectively.

Link to full article: https://runwayea.st/blog/10-steps-to-effective-time-management/",113,"'/blog/10-steps-to-effective-time-management/':31B '10':1A,9B 'articl':28B 'east':16B 'effect':4A,24B 'full':27B 'help':18B 'ilana':12B 'link':25B 'manag':6A,20B 'runway':15B 'runwayea.st':30B 'runwayea.st/blog/10-steps-to-effective-time-management/':29B 'sack':13B 'step':2A 'time':5A,22B 'tip':10B"
720,"en","JHFDKAJHFJ","KJSDFKAS",910,"'jhfdkajhfj':1A 'kjsdfkas':2B"
227,"en","Consistent exercise with Sydney Cummings","Iâm a busy recent grad, but staying fit is one of my top priorities. I discovered Sydney Cummingsâ YouTube channel one day and started doing her videos consistently. Ever since, Iâve been able to workout in my home, 30-50 minutes every day (one stretch day per week) and I feel better than I ever have. Itâs consistent, challenging and good for all skill levels",232,"'-50':47B '30':46B 'abl':40B 'better':59B 'busi':9B 'challeng':67B 'channel':26B 'consist':1A,34B,66B 'cum':5A,24B 'day':28B,50B,53B 'discov':22B 'ever':35B,62B 'everi':49B 'exercis':2A 'feel':58B 'fit':14B 'good':69B 'grad':11B 'home':45B 'level':73B 'm':7B 'minut':48B 'one':16B,27B,51B 'per':54B 'prioriti':20B 'recent':10B 'sinc':36B 'skill':72B 'start':30B 'stay':13B 'stretch':52B 'sydney':4A,23B 'top':19B 've':38B 'video':33B 'week':55B 'workout':42B 'youtub':25B"
489,"en","How to be professional on social media","This five-minute YouTube video offers do's and don'ts for major social media platforms to help you stay professional online.",533,"'five':10B 'five-minut':9B 'help':26B 'major':21B 'media':7A,23B 'minut':11B 'offer':14B 'onlin':30B 'platform':24B 'profession':4A,29B 'social':6A,22B 'stay':28B 'ts':19B 'video':13B 'youtub':12B"
337,"en","Finding a professorâs email","Need to contact your professor, but you donât have their email? Use the People Finder to easily access your professorâs email!",361,"'access':24B 'contact':8B 'easili':23B 'email':5A,17B,28B 'find':1A 'finder':21B 'need':6B 'peopl':20B 'professor':3A,10B,26B 'use':18B"
564,"en","How to manage cravings for drugs or alcohol","Breaking Free: Wellness offers a short video and guided exercise to help you ""surf"" your cravings for drugs and alcohol.

Please note: This plan is not designed to provide or replace professional medical advice, treatment, or counseling. If you need those services and care, reach out to a trained medical professional for support.",608,"'advic':42B 'alcohol':8A,28B 'break':9B 'care':52B 'counsel':45B 'crave':4A,24B 'design':35B 'drug':6A,26B 'exercis':18B 'free':10B 'guid':17B 'help':20B 'manag':3A 'medic':41B,58B 'need':48B 'note':30B 'offer':12B 'plan':32B 'pleas':29B 'profession':40B,59B 'provid':37B 'reach':53B 'replac':39B 'servic':50B 'short':14B 'support':61B 'surf':22B 'train':57B 'treatment':43B 'video':15B 'well':11B"
255,"en","Weightlifting for beginners","Check out this weightlifting guide for beginners",260,"'beginn':3A,10B 'check':4B 'guid':8B 'weightlift':1A,7B"
538,"en","Depression and workplace self-advocacy","This podcast from the Depression and Bipolar Support Alliance discusses how young adults can practice self-advocacy in the workplace when they are struggling with mental illness.",582,"'adult':19B 'advocaci':6A,24B 'allianc':15B 'bipolar':13B 'depress':1A,11B 'discuss':16B 'ill':34B 'mental':33B 'podcast':8B 'practic':21B 'self':5A,23B 'self-advocaci':4A,22B 'struggl':31B 'support':14B 'workplac':3A,27B 'young':18B"
513,"en","Applying for support and accommodation at the Fred Smithers Centre","The Fred Smithers Centre at SMU offers services for students with disabilities. To learn how to quickly access these services, follow this plan.",557,"'access':28B 'accommod':5A 'appli':1A 'centr':10A,14B 'disabl':22B 'follow':31B 'fred':8A,12B 'learn':24B 'offer':17B 'plan':33B 'quick':27B 'servic':18B,30B 'smither':9A,13B 'smu':16B 'student':20B 'support':3A"
47,"en","Budget with a spreadsheet","The goal of using a spreadsheet is to make budgeting as effortless as possible. This plan will outline the process of setting one up, filling it out, and maintaining it for the long run.",51,"'budget':1A,14B 'effortless':16B 'fill':29B 'goal':6B 'long':37B 'maintain':33B 'make':13B 'one':27B 'outlin':22B 'plan':20B 'possibl':18B 'process':24B 'run':38B 'set':26B 'spreadsheet':4A,10B 'use':8B"
317,"en","Top 10 tips for student success with ADHD","This video will provide 10 helpful tips for managing ADHD for student success.",338,"'10':2A,13B 'adhd':8A,18B 'help':14B 'manag':17B 'provid':12B 'student':5A,20B 'success':6A,21B 'tip':3A,15B 'top':1A 'video':10B"
84,"en","Connecting with professors in virtual classes","Creating meaningful connections with your professors can not only help you in your classes but also serve as an excellent resource in your future career. However, it can be difficult to do so in a virtual setting. Here is a guide to help create relationships with professors despite virtual classes.",89,"'also':22B 'career':31B 'class':6A,20B,56B 'connect':1A,9B 'creat':7B,50B 'despit':54B 'difficult':36B 'excel':26B 'futur':30B 'guid':47B 'help':16B,49B 'howev':32B 'meaning':8B 'professor':3A,12B,53B 'relationship':51B 'resourc':27B 'serv':23B 'set':43B 'virtual':5A,42B,55B"
304,"en","Five tips to improve your mental health","Here are 5 simple and effective tips to enhance your mental health.",325,"'5':10B 'effect':13B 'enhanc':16B 'five':1A 'health':7A,19B 'improv':4A 'mental':6A,18B 'simpl':11B 'tip':2A,14B"
565,"en","Help for quitting tobacco","Tobacco Free Nova Scotia offers a variety of resources to help you if you want to stop smoking, from counselor calls to community chats.",609,"'call':25B 'chat':28B 'communiti':27B 'counselor':24B 'free':6B 'help':1A,15B 'nova':7B 'offer':9B 'quit':3A 'resourc':13B 'scotia':8B 'smoke':22B 'stop':21B 'tobacco':4A,5B 'varieti':11B 'want':19B"
318,"en","ADHD sleeping tips","This video provides useful tips for people who have ADHD and have issues getting enough sleep.",340,"'adhd':1A,13B 'enough':18B 'get':17B 'issu':16B 'peopl':10B 'provid':6B 'sleep':2A,19B 'tip':3A,8B 'use':7B 'video':5B"
256,"en","10 things to do while stuck inside","What's there to do while stuck indoors? We've compiled 10 suggestions to help make your time inside as interesting â and perhaps even as productive â as possible.


https://www.usatoday.com/story/life/health-wellness/2020/03/16/coronavirus-quarantine-100-things-do-while-trapped-inside/5054632002/",261,"'/story/life/health-wellness/2020/03/16/coronavirus-quarantine-100-things-do-while-trapped-inside/5054632002/':38B '10':1A,19B 'compil':18B 'even':31B 'help':22B 'indoor':15B 'insid':7A,26B 'interest':28B 'make':23B 'perhap':30B 'possibl':35B 'product':33B 'stuck':6A,14B 'suggest':20B 'thing':2A 'time':25B 've':17B 'www.usatoday.com':37B 'www.usatoday.com/story/life/health-wellness/2020/03/16/coronavirus-quarantine-100-things-do-while-trapped-inside/5054632002/':36B"
514,"en","Test and exam accommodations","After applying for services at the Fred Smithers Centre (Refer to: ""Applying for support and accommodations at the Fred Smithers Centre""), you can request test accommodations. Read this plan to learn how.",558,"'accommod':4A,20B,30B 'appli':6B,16B 'centr':13B,25B 'exam':3A 'fred':11B,23B 'learn':35B 'plan':33B 'read':31B 'refer':14B 'request':28B 'servic':8B 'smither':12B,24B 'support':18B 'test':1A,29B"
49,"en","How to study for tests","If tests stress you out, then you are like me. 

So many questions go tumbling through your head. What do I need to know? How much of that do I know? What do I need to learn/relearn? How do I learn/relearn everything? Do I have enough time to study for this? These questions plagued me and made the whole ordeal more overwhelming than the test already was. And those questions donât even cover the actual material you need to knowâthey distract you from studying the actual material. 

That's why I created this path: an easy step by step list to help you study for a test that gets rid of the questions and allows you to focus on the content you need to know. This action plan includes: planning ahead, figuring out what you know and what you donât, what material to study, and how to prepare for test day.",53,"'action':134B 'actual':81B,93B 'ahead':138B 'allow':122B 'alreadi':71B 'content':128B 'cover':79B 'creat':99B 'day':159B 'distract':88B 'easi':103B 'enough':51B 'even':78B 'everyth':47B 'figur':139B 'focus':125B 'get':116B 'go':19B 'head':23B 'help':109B 'includ':136B 'know':29B,36B,86B,132B,143B 'learn/relearn':42B,46B 'like':14B 'list':107B 'made':62B 'mani':17B 'materi':82B,94B,150B 'much':31B 'need':27B,40B,84B,130B 'ordeal':65B 'overwhelm':67B 'path':101B 'plagu':59B 'plan':135B,137B 'prepar':156B 'question':18B,58B,75B,120B 'rid':117B 'step':104B,106B 'stress':8B 'studi':3A,54B,91B,111B,152B 'test':5A,7B,70B,114B,158B 'time':52B 'tumbl':20B 'whole':64B"
539,"en","National Suicide Prevention Lifeline (US)","This plan provides you with information about the National Suicide Prevention Lifeline, as well as all the ways you can reach them if you need support.

Please note: If you or someone near you is in immediate danger of hurting themselves or others, call 911. This plan is not designed to provide or replace professional mental health support or emergency services.",583,"'911':50B 'call':49B 'danger':43B 'design':55B 'emerg':65B 'health':62B 'hurt':45B 'immedi':42B 'inform':11B 'lifelin':4A,17B 'mental':61B 'nation':1A,14B 'near':38B 'need':30B 'note':33B 'other':48B 'plan':7B,52B 'pleas':32B 'prevent':3A,16B 'profession':60B 'provid':8B,57B 'reach':26B 'replac':59B 'servic':66B 'someon':37B 'suicid':2A,15B 'support':31B,63B 'us':5A 'way':23B 'well':19B"
274,"en","Using Cal Polyâs academic resources","College isnât all fun and games, sorry. Higher education means adapting to harder classes than from high school. Entering Cal Poly, the increased difficulty of classes surprised me. In addition to school work, there are other things I needed to juggle such as my social life and most importantly sleep which only added to my struggle. Luckily for us, Cal Poly has numerous resources to help you and me on our academic paths. Trying to keep track of the numerous resources Cal Poly can be confusing and hard to remember what each does. I made this to help you navigate Cal Polyâs academic resources and use them to help you achieve your academic goals, just as they helped me. In ten easy steps, you can see a majority of the resources that Cal Poly organizes and figure out which resources help you the most. Afterwards, hopefully you will be acquainted with key resources to maximize your time and efforts towards your goals.",283,"'academ':5A,79B,111B,121B 'achiev':119B 'acquaint':158B 'ad':60B 'adapt':18B 'addit':37B 'afterward':153B 'cal':2A,27B,67B,89B,108B,141B 'class':21B,33B 'colleg':7B 'confus':93B 'difficulti':31B 'easi':130B 'educ':16B 'effort':167B 'enter':26B 'figur':145B 'fun':11B 'game':13B 'goal':122B,170B 'hard':95B 'harder':20B 'help':73B,105B,117B,126B,149B 'high':24B 'higher':15B 'hope':154B 'import':56B 'increas':30B 'isn':8B 'juggl':48B 'keep':83B 'key':160B 'life':53B 'luckili':64B 'made':102B 'major':136B 'maxim':163B 'mean':17B 'navig':107B 'need':46B 'numer':70B,87B 'organ':143B 'path':80B 'poli':3A,28B,68B,90B,109B,142B 'rememb':97B 'resourc':6A,71B,88B,112B,139B,148B,161B 'school':25B,39B 'see':134B 'sleep':57B 'social':52B 'sorri':14B 'step':131B 'struggl':63B 'surpris':34B 'ten':129B 'thing':44B 'time':165B 'toward':168B 'track':84B 'tri':81B 'us':66B 'use':1A,114B 'work':40B"
391,"en","Avoiding phishing and scams","To become more aware of phishing and avoid handing over your credit card details in exchange for a free iPad, check out the steps in this plan.",428,"'avoid':1A,12B 'awar':8B 'becom':6B 'card':17B 'check':25B 'credit':16B 'detail':18B 'exchang':20B 'free':23B 'hand':13B 'ipad':24B 'phish':2A,10B 'plan':31B 'scam':4A 'step':28B"
319,"en","How to buy a SMU parking pass","Planning on parking on-site at SMU? Purchase a parking pass for convenient parking locations near your class.",343,"'buy':3A 'class':26B 'conveni':21B 'locat':23B 'near':24B 'on-sit':11B 'park':6A,10B,18B,22B 'pass':7A,19B 'plan':8B 'purchas':16B 'site':13B 'smu':5A,15B"
418,"en","Managing financial stress","Anxious about money or afraid to look at your bank account? Struggling to make sense of your finances? Read this plan for some simple steps to get started with better managing financial stress.",456,"'account':14B 'afraid':8B 'anxious':4B 'bank':13B 'better':33B 'financ':21B 'financi':2A,35B 'get':30B 'look':10B 'make':17B 'manag':1A,34B 'money':6B 'plan':24B 'read':22B 'sens':18B 'simpl':27B 'start':31B 'step':28B 'stress':3A,36B 'struggl':15B"
257,"en","Try calisthenics with this workout","Check out this video for a few beginner exercises to begin bodyweight workouts.",262,"'begin':16B 'beginn':13B 'bodyweight':17B 'calisthen':2A 'check':6B 'exercis':14B 'tri':1A 'video':9B 'workout':5A,18B"
191,"en","Visit the Halifax Shopping Center","In need of a shopping spree? The Halifax Shopping Center will fit your needs! Located just a 10-minute drive away from campus, itâs an easy place to do all of your shopping.",196,"'10':23B 'away':26B 'campus':28B 'center':5A,15B 'drive':25B 'easi':32B 'fit':17B 'halifax':3A,13B 'locat':20B 'minut':24B 'need':7B,19B 'place':33B 'shop':4A,10B,14B,39B 'spree':11B 'visit':1A"
339,"en","Vaccination proof protocol","Need to contact your professor, but you donât have their email? Use the People Finder to easily access your professorâs email!",363,"'access':22B 'contact':6B 'easili':21B 'email':15B,26B 'finder':19B 'need':4B 'peopl':18B 'professor':8B,24B 'proof':2A 'protocol':3A 'use':16B 'vaccin':1A"
349,"en","Become a SMU Pack Leader","Are you eager to help new students feel comfortable and get excited about starting their journey at SMU? Become a Pack Leader and help new students feel at ease while developing your leadership skills!",373,"'becom':1A,24B 'comfort':14B 'develop':36B 'eager':8B 'eas':34B 'excit':17B 'feel':13B,32B 'get':16B 'help':10B,29B 'journey':21B 'leader':5A,27B 'leadership':38B 'new':11B,30B 'pack':4A,26B 'skill':39B 'smu':3A,23B 'start':19B 'student':12B,31B"
721,"en","ZKSDFBKJ","LZKHFDKSJ",911,"'lzkhfdksj':2B 'zksdfbkj':1A"
752,"en","bbbbbbbhbhhhhhhhh","Huffman nm",944,"'bbbbbbbhbhhhhhhhh':1A 'huffman':2B 'nm':3B"
372,"en","Nine riddles to boost your thinking skills","This video provides nine riddles that will help build your thinking abilities and improve your attention span.",401,"'abil':19B 'attent':23B 'boost':4A 'build':16B 'help':15B 'improv':21B 'nine':1A,11B 'provid':10B 'riddl':2A,12B 'skill':7A 'span':24B 'think':6A,18B 'video':9B"
54,"en","How to make money doing ecommerce","Are you interested in selling products online and getting involved in running an online business? If yes, this action plan introduces some options for you to embark on your ecommerce journey.",58,"'action':25B 'busi':21B 'ecommerc':6A,36B 'embark':33B 'get':15B 'interest':9B 'introduc':27B 'involv':16B 'journey':37B 'make':3A 'money':4A 'onlin':13B,20B 'option':29B 'plan':26B 'product':12B 'run':18B 'sell':11B 'yes':23B"
540,"en","Finding a doctor","Feeling unwell? Got hurt? A doctor is good to have, even if youâre not going through anything. Learn how to find one with this plan.",584,"'anyth':21B 'doctor':3A,9B 'even':14B 'feel':4B 'find':1A,25B 'go':19B 'good':11B 'got':6B 'hurt':7B 'learn':22B 'one':26B 'plan':29B 're':17B 'unwel':5B"
136,"en","Three skills that will change your social life","Watch this video to get some quick tips for communicating better with others.",141,"'better':19B 'chang':5A 'communic':18B 'get':13B 'life':8A 'other':21B 'quick':15B 'skill':2A 'social':7A 'three':1A 'tip':16B 'video':11B 'watch':9B"
258,"en","10-minute beginner abdominal workout","Check out this video with an ab workout designed for beginners.",263,"'10':1A 'ab':12B 'abdomin':4A 'beginn':3A,16B 'check':6B 'design':14B 'minut':2A 'video':9B 'workout':5A,13B"
395,"en","Staying safe on public Wi-Fi","Free public Wi-Fi when you're out of the house is tempting, but an insecure network can spell trouble for your personal information if a hacker gets a hold of it. Check out this plan for tips on how to stay safe with public Wi-Fi.",432,"'check':41B 'fi':7A,12B,56B 'free':8B 'get':36B 'hacker':35B 'hold':38B 'hous':19B 'inform':32B 'insecur':24B 'network':25B 'person':31B 'plan':44B 'public':4A,9B,53B 're':15B 'safe':2A,51B 'spell':27B 'stay':1A,50B 'tempt':21B 'tip':46B 'troubl':28B 'wi':6A,11B,55B 'wi-fi':5A,10B,54B"
212,"en","Make an appointment with your peer coach","Are you a student at SMU looking to make connections or receive some welcome advice from a more experienced student? Then use the Student Success Peer Coaching Program! The Peer Coaching Program isnât something you need to sign up for; you are automatically assigned a Peer Coach when you start your academic career at SMU. All thatâs left to do is make an appointment with your Peer Coach to meet with them. By talking to your Peer Coach, you will have the chance to learn more about your campus and maybe even get some great tips. Just follow these steps for more information.",217,"'academ':60B 'advic':22B 'appoint':3A,73B 'assign':52B 'automat':51B 'campus':98B 'career':61B 'chanc':92B 'coach':7A,34B,38B,55B,77B,87B 'connect':17B 'even':101B 'experienc':26B 'follow':107B 'get':102B 'great':104B 'inform':112B 'isn':40B 'learn':94B 'left':67B 'look':14B 'make':1A,16B,71B 'mayb':100B 'meet':79B 'need':44B 'peer':6A,33B,37B,54B,76B,86B 'program':35B,39B 'receiv':19B 'sign':46B 'smu':13B,63B 'someth':42B 'start':58B 'step':109B 'student':11B,27B,31B 'success':32B 'talk':83B 'tip':105B 'use':29B 'welcom':21B"
55,"en","How to make money by teaching English online","If you are a native English speaker and hold a bachelorâs degree from an accredited college or university in North America, you can make money by teaching English online.",59,"'accredit':24B 'america':30B 'bachelor':19B 'colleg':25B 'degre':21B 'english':7A,14B,37B 'hold':17B 'make':3A,33B 'money':4A,34B 'nativ':13B 'north':29B 'onlin':8A,38B 'speaker':15B 'teach':6A,36B 'univers':27B"
220,"en","The five Rs of note-taking","Professor Walter Pauk of the Study Center at Cornell University describes five essential aspects of note taking. He characterized these as the five Rs of note-taking. Here they are:

https://www.csbsju.edu/academic-advising/study-skills-guide/effective-listening",225,"'/academic-advising/study-skills-guide/effective-listening':41B 'aspect':21B 'center':14B 'character':26B 'cornel':16B 'describ':18B 'essenti':20B 'five':2A,19B,30B 'note':6A,23B,34B 'note-tak':5A,33B 'pauk':10B 'professor':8B 'rs':3A,31B 'studi':13B 'take':7A,24B,35B 'univers':17B 'walter':9B 'www.csbsju.edu':40B 'www.csbsju.edu/academic-advising/study-skills-guide/effective-listening':39B"
340,"en","Reporting sexual violence for yourself","Have you experienced sexual violence? Visit SMUâs website for the resources, quick links, and contact information that is right for you.",364,"'contact':19B 'experienc':6B 'inform':20B 'link':17B 'quick':16B 'report':1A 'resourc':15B 'right':23B 'sexual':2A,7B 'smu':10B 'violenc':3A,8B 'visit':9B 'websit':12B"
373,"en","Five critical thinking strategies","This video provides tips to help build critical thinking skills.",402,"'build':11B 'critic':2A,12B 'five':1A 'help':10B 'provid':7B 'skill':14B 'strategi':4A 'think':3A,13B 'tip':8B 'video':6B"
381,"en","Seven tips to get past nicotine cravings","This video provides useful seven tips that you can try to quit smoking habits.",410,"'crave':7A 'get':4A 'habit':21B 'nicotin':6A 'past':5A 'provid':10B 'quit':19B 'seven':1A,12B 'smoke':20B 'tip':2A,13B 'tri':17B 'use':11B 'video':9B"
516,"en","Identifying symptoms of depression","Depression affects approximately 7% of people in the course of a year and often starts during adolescence. It is NOT the same as having negative emotions, even if those emotions persist over time.

Please note: This plan is for self-education purposes only. It is NOT designed to provide or replace professional mental health support or emergency services.",560,"'7':8B 'adolesc':21B 'affect':6B 'approxim':7B 'cours':13B 'depress':4A,5B 'design':52B 'educ':46B 'emerg':62B 'emot':30B,34B 'even':31B 'health':59B 'identifi':1A 'mental':58B 'negat':29B 'note':39B 'often':18B 'peopl':10B 'persist':35B 'plan':41B 'pleas':38B 'profession':57B 'provid':54B 'purpos':47B 'replac':56B 'self':45B 'self-educ':44B 'servic':63B 'start':19B 'support':60B 'symptom':2A 'time':37B 'year':16B"
245,"en","Rob Gronkowski's resistance band workout","Check out this video with resistance band workouts demonstrated by Rob Gronkowski.",250,"'band':5A,13B 'check':7B 'demonstr':15B 'gronkowski':2A,18B 'resist':4A,12B 'rob':1A,17B 'video':10B 'workout':6A,14B"
357,"en","How to become an effective problem solver","This video provides tips that will help you improve your problem-solving skills.",381,"'becom':3A 'effect':5A 'help':14B 'improv':16B 'problem':6A,19B 'problem-solv':18B 'provid':10B 'skill':21B 'solv':20B 'solver':7A 'tip':11B 'video':9B"
541,"en","How to find your passion","Everyone talks about finding a passion, but itâs easier said than done. Follow this plan to get to the first step of finding your passion.",585,"'done':18B 'easier':15B 'everyon':6B 'find':3A,9B,29B 'first':26B 'follow':19B 'get':23B 'passion':5A,11B,31B 'plan':21B 'said':16B 'step':27B 'talk':7B"
322,"en","How to get your SMU student ID card","Studying in Halifax, and need to get your student ID? Complete an application form and get notified when your ID is ready to be picked up.",346,"'applic':21B 'card':8A 'complet':19B 'form':22B 'get':3A,15B,24B 'halifax':11B 'id':7A,18B,28B 'need':13B 'notifi':25B 'pick':33B 'readi':30B 'smu':5A 'student':6A,17B 'studi':9B"
188,"en","Visit the Maritime Museum of the Atlantic","One of Halifaxâs many noteworthy museums is the Maritime Museum of the Atlantic. Located on the waterfront, itâs a great place to check out all sorts of nautical novelties and oceanic history.",193,"'atlant':7A,21B 'check':32B 'great':29B 'halifax':10B 'histori':41B 'locat':22B 'mani':12B 'maritim':3A,17B 'museum':4A,14B,18B 'nautic':37B 'noteworthi':13B 'novelti':38B 'ocean':40B 'one':8B 'place':30B 'sort':35B 'visit':1A 'waterfront':25B"
246,"en","Tom Brady's Super Bowl workout","Tom Brady's trainer takes you through a workout and explains each exercise in this YouTube video.",251,"'bowl':5A 'bradi':2A,8B 'exercis':19B 'explain':17B 'super':4A 'take':11B 'tom':1A,7B 'trainer':10B 'video':23B 'workout':6A,15B 'youtub':22B"
